code(*);customer_id;first_name;street_number;street_name;city(*);country(*);coordinate;meter_serial
Tony_Tony_Gang_Bege;Tony_Tony_Gang_Bege;Tony Tony Gang Bege;415;"Paya Lebar Road";Singapore;Singapore;1.328633,103.889822;01260272
Tony_Tony_Law;Tony_Tony_Law;Tony Tony Law;408;"Lorong 10 Geylang";Singapore;Singapore;1.311505,103.877669;01262432
Eustass_Mihawk;Eustass_Mihawk;Eustass Mihawk;727;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01263268
Vinsmoke_Mad_Monk;Vinsmoke_Mad_Monk;Vinsmoke Mad Monk;660;"Lorong 22 Geylang";Singapore;Singapore;1.311354,103.882128;01263226
Caesar_Mad_Monk;Caesar_Mad_Monk;Caesar Mad Monk;395;"Paya Lebar Road";Singapore;Singapore;1.328633,103.889822;01263155
Koala_RedHaired;Koala_RedHaired;Koala Red-Haired;350;"Lorong Bachok";Singapore;Singapore;1.313975,103.879763;01261170
Monkey_D_Teach;Monkey_D_Teach;Monkey D. Teach;173;"Lorong 33 Geylang";Singapore;Singapore;1.315797,103.887885;01263248
X_Drake_Sanji;X_Drake_Sanji;X. Drake Sanji;796;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01263047
Donquixote_Sanji;Donquixote_Sanji;Donquixote Sanji;111;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01260378
Pedro_Mermaid_Princess;Pedro_Mermaid_Princess;Pedro Mermaid Princess;634;"Guillemard Road";Singapore;Singapore;1.311316,103.885966;01262953
Tony_Tony_Ace;Tony_Tony_Ace;Tony Tony Ace;109;"Guillemard Road";Singapore;Singapore;1.309288,103.878047;01260337
Caesar_Robin;Caesar_Robin;Caesar Robin;666;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01263211
Shanks_RedHaired;Shanks_RedHaired;Shanks Red-Haired;799;"Geylang East Avenue 2";Singapore;Singapore;1.319345,103.888818;01261379
Portgas_D_Teach;Portgas_D_Teach;Portgas D. Teach;81;"Lorong 22 Geylang";Singapore;Singapore;1.311354,103.882128;01257484
Franky_Mermaid_Princess;Franky_Mermaid_Princess;Franky Mermaid Princess;882;"Jalan Enam";Singapore;Singapore;1.307334,103.885615;01262661
Yamato_Gang_Bege;Yamato_Gang_Bege;Yamato Gang Bege;919;"Lorong 16 Geylang";Singapore;Singapore;1.311786,103.879886;01263359
Franky_Onigashima;Franky_Onigashima;Franky Onigashima;510;"Geylang East Avenue 2";Singapore;Singapore;1.316929,103.888472;01263103
Kozuki_Luffy;Kozuki_Luffy;Kozuki Luffy;507;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01262403
Viola_Revo;Viola_Revo;Viola Revo;143;"Lorong 10 Geylang";Singapore;Singapore;1.311505,103.877669;01261708
Shirahoshi_Duke;Shirahoshi_Duke;Shirahoshi Duke;873;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01258461
Inuarashi_Okama;Inuarashi_Okama;Inuarashi (Okama);278;"Jalan Enam";Singapore;Singapore;1.307334,103.885615;01263371
Jewelry_Mr2;Jewelry_Mr2;Jewelry Mr.2;162;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01262513
Sabo_Chopper;Sabo_Chopper;Sabo Chopper;97;"Guillemard Road";Singapore;Singapore;1.311316,103.885966;01262602
Donquixote_Mermaid_Princess;Donquixote_Mermaid_Princess;Donquixote Mermaid Princess;582;"Sims Avenue";Singapore;Singapore;1.315242,103.883405;01259414
Viola_Chopper;Viola_Chopper;Viola Chopper;72;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01257275
Charlotte_Mad_Monk;Charlotte_Mad_Monk;Charlotte Mad Monk;881;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01258535
Inuarashi_Robin;Inuarashi_Robin;Inuarashi Robin;242;"Lorong 25 Geylang";Singapore;Singapore;1.313488,103.882843;01263117
Pedro_Hancock;Pedro_Hancock;Pedro Hancock;949;"Lorong Bachok";Singapore;Singapore;1.313975,103.879763;01261648
X_Drake_Cat_Viper;X_Drake_Cat_Viper;X. Drake Cat Viper;771;"Guillemard Road";Singapore;Singapore;1.309288,103.878047;01258615
Sabo_Oden;Sabo_Oden;Sabo Oden;965;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01260708
Viola_Onigashima;Viola_Onigashima;Viola Onigashima;162;"Lorong 16 Geylang";Singapore;Singapore;1.311786,103.879886;01259564
Crocodile_Clown;Crocodile_Clown;Crocodile Clown;170;"Lorong 25 Geylang";Singapore;Singapore;1.313488,103.882843;01259463
Nefertari_Mermaid_Princess;Nefertari_Mermaid_Princess;Nefertari Mermaid Princess;951;"Geylang East Avenue 1";Singapore;Singapore;1.316649,103.885158;01257162
Caesar_Onigashima;Caesar_Onigashima;Caesar Onigashima;377;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01259202
Jewelry_Kid;Jewelry_Kid;Jewelry Kid;196;"Paya Lebar Road";Singapore;Singapore;1.328633,103.889822;01262422
Caesar_Ace;Caesar_Ace;Caesar Ace;594;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01262184
Arlong_Star_Clown;Arlong_Star_Clown;Arlong Star Clown;224;"Jalan Satu";Singapore;Singapore;1.308453,103.889060;01258176
Sabo_Clown;Sabo_Clown;Sabo Clown;882;"Lorong 28 Geylang";Singapore;Singapore;1.312948,103.885577;01258856
Eustass_Zoro;Eustass_Zoro;Eustass Zoro;703;"Lorong 28 Geylang";Singapore;Singapore;1.312948,103.885577;01263400
Nekomamushi_RedHaired;Nekomamushi_RedHaired;Nekomamushi Red-Haired;82;"Jalan Dua";Singapore;Singapore;1.308984,103.887473;01263453
Charlotte_Revo;Charlotte_Revo;Charlotte Revo;917;"Lorong 38 Geylang";Singapore;Singapore;1.313951,103.888916;01263192
Pedro_Cyborg;Pedro_Cyborg;Pedro Cyborg;907;"Lorong 10 Geylang";Singapore;Singapore;1.311505,103.877669;01262901
Sabo_RedHaired;Sabo_RedHaired;Sabo Red-Haired;429;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01263333
Nekomamushi_Chopper;Nekomamushi_Chopper;Nekomamushi Chopper;981;"Lorong 25 Geylang";Singapore;Singapore;1.313488,103.882843;01262477
Franky_Law;Franky_Law;Franky Law;493;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01263360
Donquixote_Doflamingo;Donquixote_Doflamingo;Donquixote Doflamingo;993;"Jalan Enam";Singapore;Singapore;1.307604,103.885438;01263562
Charlotte_Okama;Charlotte_Okama;Charlotte (Okama);619;"Paya Lebar Road";Singapore;Singapore;1.328633,103.889822;01263224
Brook_Cat_Viper;Brook_Cat_Viper;Brook Cat Viper;818;"Lorong 33 Geylang";Singapore;Singapore;1.316027,103.888000;01257142
Roronoa_Gang_Bege;Roronoa_Gang_Bege;Roronoa Gang Bege;103;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01259173
Dracule_Mihawk;Dracule_Mihawk;Dracule Mihawk;430;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01260859
Pedro_Mihawk;Pedro_Mihawk;Pedro Mihawk;553;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01262439
Nefertari_Zoro;Nefertari_Zoro;Nefertari Zoro;921;"Geylang East Avenue 1";Singapore;Singapore;1.316649,103.885158;01261891
Roronoa_Gladiator;Roronoa_Gladiator;Roronoa Gladiator;551;"Lorong Bachok";Singapore;Singapore;1.313975,103.879763;01257791
Arlong_Robin;Arlong_Robin;Arlong Robin;883;"Jalan Dua";Singapore;Singapore;1.308984,103.887473;01262613
Vinsmoke_Duke;Vinsmoke_Duke;Vinsmoke Duke;237;"Geylang East Avenue 2";Singapore;Singapore;1.318552,103.889010;01263316
Crocodile_Luffy;Crocodile_Luffy;Crocodile Luffy;512;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01263131
Portgas_D_Doflamingo;Portgas_D_Doflamingo;Portgas D. Doflamingo;833;"Lorong 25 Geylang";Singapore;Singapore;1.314279,103.882528;01264013
Marshall_D_Marine;Marshall_D_Marine;Marshall D. Marine;6;"Geylang East Avenue 2";Singapore;Singapore;1.317158,103.890001;01263365
Portgas_D_Revo;Portgas_D_Revo;Portgas D. Revo;887;"Jalan Dua";Singapore;Singapore;1.308984,103.887473;01259187
Ivankov_Fishman;Ivankov_Fishman;Ivankov Fishman;355;"Tanjong Katong Road";Singapore;Singapore;1.303616,103.896680;01259909
Trafalgar_D_Marine;Trafalgar_D_Marine;Trafalgar D. Marine;506;"Lorong 25 Geylang";Singapore;Singapore;1.313488,103.882843;01259446
Bentham_Mr2;Bentham_Mr2;Bentham Mr.2;324;"Paya Lebar Road";Singapore;Singapore;1.328633,103.889822;01259199
Vinsmoke_Teach;Vinsmoke_Teach;Vinsmoke Teach;226;"Lorong 16 Geylang";Singapore;Singapore;1.311786,103.879886;01259949
Eustass_Mad_Monk;Eustass_Mad_Monk;Eustass Mad Monk;246;"Tanjong Katong Road";Singapore;Singapore;1.306358,103.895616;01263243
Viola_Luffy;Viola_Luffy;Viola Luffy;515;"Lorong 27 Geylang";Singapore;Singapore;1.315859,103.883817;01259619
Roronoa_Doflamingo;Roronoa_Doflamingo;Roronoa Doflamingo;558;"Lorong Bachok";Singapore;Singapore;1.313975,103.879763;01260757
Kozuki_Robin;Kozuki_Robin;Kozuki Robin;748;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01263189
Rebecca_Mad_Monk;Rebecca_Mad_Monk;Rebecca Mad Monk;863;"Lorong 10 Geylang";Singapore;Singapore;1.311505,103.877669;01263174
Yamato_Vivi;Yamato_Vivi;Yamato Vivi;526;"Paya Lebar Road";Singapore;Singapore;1.328633,103.889822;01259445
Vinsmoke_Dancer;Vinsmoke_Dancer;Vinsmoke Dancer;199;"Lorong 27 Geylang";Singapore;Singapore;1.315859,103.883817;01261310
Enel_Ace;Enel_Ace;Enel Ace;634;"Geylang East Avenue 1";Singapore;Singapore;1.316649,103.885158;01263472
Dracule_God;Dracule_God;Dracule God;559;"Paya Lebar Road";Singapore;Singapore;1.328633,103.889822;01261172
Sabo_Cat_Viper;Sabo_Cat_Viper;Sabo Cat Viper;291;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01260207
Rebecca_Cat_Viper;Rebecca_Cat_Viper;Rebecca Cat Viper;606;"Lorong 25 Geylang";Singapore;Singapore;1.313488,103.882843;01260858
Nico_Sanji;Nico_Sanji;Nico Sanji;798;"Geylang East Avenue 1";Singapore;Singapore;1.317657,103.885703;01259906
Enel_Okama;Enel_Okama;Enel (Okama);893;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01263328
Bentham_God;Bentham_God;Bentham God;81;"Paya Lebar Road";Singapore;Singapore;1.329271,103.889845;01262248
Arlong_Revo;Arlong_Revo;Arlong Revo;308;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01263147
Monkey_D_Mermaid_Princess;Monkey_D_Mermaid_Princess;Monkey D. Mermaid Princess;780;"Geylang Road";Singapore;Singapore;1.313369,103.883518;01258527
Donquixote_Star_Clown;Donquixote_Star_Clown;Donquixote Star Clown;637;"Lorong 27 Geylang";Singapore;Singapore;1.315859,103.883817;01258090
Boa_Oden;Boa_Oden;Boa Oden;798;"Aljunied Road";Singapore;Singapore;1.320843,103.881743;01263244
Pekoms_Gang_Bege;Pekoms_Gang_Bege;Pekoms Gang Bege;894;"Lorong 10 Geylang";Singapore;Singapore;1.311505,103.877669;01262688
Eustass_Kid;Eustass_Kid;Eustass Kid;152;"Lorong Bachok";Singapore;Singapore;1.313975,103.879763;01263154
Bentham_Clown;Bentham_Clown;Bentham Clown;953;"Lorong 10 Geylang";Singapore;Singapore;1.312150,103.877529;01261025
Nico_Katakuri;Nico_Katakuri;Nico Katakuri;353;"Geylang East Avenue 1";Singapore;Singapore;1.316649,103.885158;01263118
Buggy_Luffy;Buggy_Luffy;Buggy Luffy;625;"Geylang Road";Singapore;Singapore;1.313369,103.883518;01257509
Eustass_Okama;Eustass_Okama;Eustass (Okama);544;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01263566
Jewelry_Revo;Jewelry_Revo;Jewelry Revo;235;"Jalan Satu";Singapore;Singapore;1.308453,103.889060;01263517
X_Drake_Ace;X_Drake_Ace;X. Drake Ace;436;"Lorong 28 Geylang";Singapore;Singapore;1.312948,103.885577;01257893
Nefertari_Doflamingo;Nefertari_Doflamingo;Nefertari Doflamingo;183;"Jalan Dua";Singapore;Singapore;1.308984,103.887473;01263252
Inuarashi_Gladiator;Inuarashi_Gladiator;Inuarashi Gladiator;216;"Lorong 16 Geylang";Singapore;Singapore;1.311786,103.879886;01263520
Shanks_Duke;Shanks_Duke;Shanks Duke;35;"Geylang East Avenue 2";Singapore;Singapore;1.318016,103.888966;01260849
Yamato_Duke;Yamato_Duke;Yamato Duke;314;"Jalan Dua";Singapore;Singapore;1.308984,103.887473;01258714
Crocodile_Sir;Crocodile_Sir;Crocodile Sir;928;"Lorong 33 Geylang";Singapore;Singapore;1.315043,103.887816;01258321
Urouge_Luffy;Urouge_Luffy;Urouge Luffy;190;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01257393
Pedro_Fishman;Pedro_Fishman;Pedro Fishman;890;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01262500
Enel_Robin;Enel_Robin;Enel Robin;414;"Lorong 25 Geylang";Singapore;Singapore;1.313488,103.882843;01257731
Monkey_D_Chopper;Monkey_D_Chopper;Monkey D. Chopper;913;"Sims Avenue";Singapore;Singapore;1.311498,103.872027;01262433
Roronoa_Sir;Roronoa_Sir;Roronoa Sir;759;"Lorong 22 Geylang";Singapore;Singapore;1.311354,103.882128;01258713
Jewelry_Hancock;Jewelry_Hancock;Jewelry Hancock;157;"Aljunied Road";Singapore;Singapore;1.327641,103.880045;01257056
Jewelry_Mad_Monk;Jewelry_Mad_Monk;Jewelry Mad Monk;72;"Jalan Enam";Singapore;Singapore;1.307334,103.885615;01258911
Boa_Sir;Boa_Sir;Boa Sir;943;"Aljunied Road";Singapore;Singapore;1.329718,103.879493;01263220
Nekomamushi_Fishman;Nekomamushi_Fishman;Nekomamushi Fishman;907;"Lorong 28 Geylang";Singapore;Singapore;1.312948,103.885577;01258998
Crocodile_Teach;Crocodile_Teach;Crocodile Teach;637;"Jalan Enam";Singapore;Singapore;1.307334,103.885615;01257851
Bentham_Robin;Bentham_Robin;Bentham Robin;632;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01263516
Sabo_God;Sabo_God;Sabo God;579;"Lorong 25 Geylang";Singapore;Singapore;1.313488,103.882843;01262056
Jewelry_Onigashima;Jewelry_Onigashima;Jewelry Onigashima;130;"Lorong Bachok";Singapore;Singapore;1.313975,103.879763;01257642
Ivankov_Dancer;Ivankov_Dancer;Ivankov Dancer;711;"Lorong Bachok";Singapore;Singapore;1.313975,103.879763;01261010
Eustass_God;Eustass_God;Eustass God;395;"Lorong 16 Geylang";Singapore;Singapore;1.312466,103.879822;01257439
Crocodile_Katakuri;Crocodile_Katakuri;Crocodile Katakuri;189;"Lorong 28 Geylang";Singapore;Singapore;1.312266,103.885598;01263194
Charlotte_Duke;Charlotte_Duke;Charlotte Duke;928;"Geylang East Avenue 1";Singapore;Singapore;1.316649,103.885158;01259763
Koala_Luffy;Koala_Luffy;Koala Luffy;846;"Sims Avenue";Singapore;Singapore;1.317481,103.901547;01261132
Ivankov_Mr2;Ivankov_Mr2;Ivankov Mr.2;108;"Lorong 27 Geylang";Singapore;Singapore;1.315859,103.883817;01258533
Kozuki_Oden;Kozuki_Oden;Kozuki Oden;100;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01258739
Nefertari_Bonney;Nefertari_Bonney;Nefertari Bonney;129;"Lorong 28 Geylang";Singapore;Singapore;1.312948,103.885577;01257167
Enel_Cat_Viper;Enel_Cat_Viper;Enel Cat Viper;772;"Geylang Road";Singapore;Singapore;1.313369,103.883518;01260987
Vinsmoke_Fishman;Vinsmoke_Fishman;Vinsmoke Fishman;748;"Geylang Road";Singapore;Singapore;1.312238,103.877114;01259171
Pedro_Sir;Pedro_Sir;Pedro Sir;720;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01258955
Trafalgar_D_Onigashima;Trafalgar_D_Onigashima;Trafalgar D. Onigashima;673;"Guillemard Road";Singapore;Singapore;1.311316,103.885966;01258743
Monkey_D_Sanji;Monkey_D_Sanji;Monkey D. Sanji;704;"Geylang Road";Singapore;Singapore;1.314658,103.891052;01258914
Arlong_Cyborg;Arlong_Cyborg;Arlong Cyborg;208;"Sims Avenue";Singapore;Singapore;1.315242,103.883405;01259026
Marshall_D_Star_Clown;Marshall_D_Star_Clown;Marshall D. Star Clown;911;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01263438
Buggy_God;Buggy_God;Buggy God;761;"Tanjong Katong Road";Singapore;Singapore;1.316038,103.894042;01263017
Roronoa_Fishman;Roronoa_Fishman;Roronoa Fishman;797;"Lorong Bachok";Singapore;Singapore;1.313975,103.879763;01263565
Capone_Fishman;Capone_Fishman;Capone Fishman;608;"Jalan Satu";Singapore;Singapore;1.308453,103.889060;01262445
Tony_Tony_Fishman;Tony_Tony_Fishman;Tony Tony Fishman;522;"Lorong 38 Geylang";Singapore;Singapore;1.314268,103.888856;01257164
Jewelry_Teach;Jewelry_Teach;Jewelry Teach;902;"Lorong 10 Geylang";Singapore;Singapore;1.311505,103.877669;01259907
Brook_Star_Clown;Brook_Star_Clown;Brook Star Clown;291;"Geylang Road";Singapore;Singapore;1.313369,103.883518;01258948
Inuarashi_Cyborg;Inuarashi_Cyborg;Inuarashi Cyborg;906;"Sims Avenue";Singapore;Singapore;1.317736,103.903608;01263366
Ivankov_Hancock;Ivankov_Hancock;Ivankov Hancock;999;"Tanjong Katong Road";Singapore;Singapore;1.303616,103.896680;01264019
Nefertari_Sir;Nefertari_Sir;Nefertari Sir;350;"Lorong 22 Geylang";Singapore;Singapore;1.311354,103.882128;01259947
Shanks_Mr2;Shanks_Mr2;Shanks Mr.2;115;"Geylang East Avenue 2";Singapore;Singapore;1.316929,103.888472;01263401
Capone_Cat_Viper;Capone_Cat_Viper;Capone Cat Viper;625;"Geylang East Avenue 1";Singapore;Singapore;1.316649,103.885158;01258374
Koala_Robin;Koala_Robin;Koala Robin;90;"Lorong 25 Geylang";Singapore;Singapore;1.314279,103.882528;01260040
Charlotte_Clown;Charlotte_Clown;Charlotte Clown;747;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01263616
Tony_Tony_Robin;Tony_Tony_Robin;Tony Tony Robin;794;"Aljunied Road";Singapore;Singapore;1.320843,103.881743;01262536
Sabo_Gladiator;Sabo_Gladiator;Sabo Gladiator;406;"Geylang East Avenue 2";Singapore;Singapore;1.316929,103.888472;01258079
Ivankov_Chopper;Ivankov_Chopper;Ivankov Chopper;748;"Lorong 40 Geylang";Singapore;Singapore;1.312992,103.889933;01258544
Jimbei_Robin;Jimbei_Robin;Jimbei Robin;716;"Lorong 27 Geylang";Singapore;Singapore;1.316220,103.883875;01261628
Brook_Cyborg;Brook_Cyborg;Brook Cyborg;794;"Paya Lebar Road";Singapore;Singapore;1.331659,103.889374;01260956
Enel_Clown;Enel_Clown;Enel Clown;742;"Lorong 16 Geylang";Singapore;Singapore;1.311263,103.879935;01258415
Crocodile_Okama;Crocodile_Okama;Crocodile (Okama);900;"Geylang East Avenue 2";Singapore;Singapore;1.316978,103.888492;01259114
Roronoa_Zoro;Roronoa_Zoro;Roronoa Zoro;275;"Tanjong Katong Road";Singapore;Singapore;1.307071,103.895723;01263171
Arlong_Ace;Arlong_Ace;Arlong Ace;337;"Guillemard Road";Singapore;Singapore;1.311482,103.885416;01258662
Donquixote_Luffy;Donquixote_Luffy;Donquixote Luffy;631;"Lorong Bachok";Singapore;Singapore;1.313942,103.879613;01260860
Roronoa_Katakuri;Roronoa_Katakuri;Roronoa Katakuri;568;"Geylang East Avenue 1";Singapore;Singapore;1.316644,103.885156;01263691
Inuarashi_Ace;Inuarashi_Ace;Inuarashi Ace;323;"Tanjong Katong Road";Singapore;Singapore;1.311794,103.894196;01263548
Capone_Mihawk;Capone_Mihawk;Capone Mihawk;685;"Lorong 40 Geylang";Singapore;Singapore;1.313164,103.889899;01263184
Franky_Zoro;Franky_Zoro;Franky Zoro;624;"Geylang Road";Singapore;Singapore;1.315336,103.893413;01257996
Capone_Mermaid_Princess;Capone_Mermaid_Princess;Capone Mermaid Princess;525;"Lorong Bachok";Singapore;Singapore;1.313942,103.879613;01264012
Vinsmoke_Vivi;Vinsmoke_Vivi;Vinsmoke Vivi;211;"Lorong 16 Geylang";Singapore;Singapore;1.311263,103.879935;01258536
Jimbei_Oden;Jimbei_Oden;Jimbei Oden;296;"Lorong 25 Geylang";Singapore;Singapore;1.313546,103.882821;01258391
Koala_Mihawk;Koala_Mihawk;Koala Mihawk;240;"Geylang East Avenue 1";Singapore;Singapore;1.316644,103.885156;01260697
Caesar_RedHaired;Caesar_RedHaired;Caesar Red-Haired;147;"Lorong 16 Geylang";Singapore;Singapore;1.311263,103.879935;01260645
Shirahoshi_Sanji;Shirahoshi_Sanji;Shirahoshi Sanji;695;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01263949
Koala_Marine;Koala_Marine;Koala Marine;619;"Paya Lebar Road";Singapore;Singapore;1.317709,103.892050;01262615
Brook_Mad_Monk;Brook_Mad_Monk;Brook Mad Monk;449;"Paya Lebar Road";Singapore;Singapore;1.317709,103.892050;01263159
Roronoa_Vivi;Roronoa_Vivi;Roronoa Vivi;51;"Geylang Road";Singapore;Singapore;1.308361,103.886055;01263533
Trafalgar_D_Revo;Trafalgar_D_Revo;Trafalgar D. Revo;247;"Lorong 22 Geylang";Singapore;Singapore;1.310695,103.882132;01260882
Sabo_Mermaid_Princess;Sabo_Mermaid_Princess;Sabo Mermaid Princess;506;"Lorong 28 Geylang";Singapore;Singapore;1.313172,103.885564;01259008
Boa_Law;Boa_Law;Boa Law;399;"Jalan Satu";Singapore;Singapore;1.308417,103.889067;01263534
Rebecca_Kid;Rebecca_Kid;Rebecca Kid;582;"Geylang East Central";Singapore;Singapore;1.320271,103.887383;01258242
Kozuki_Bonney;Kozuki_Bonney;Kozuki Bonney;717;"Geylang Road";Singapore;Singapore;1.315538,103.894412;01261902
Capone_Clown;Capone_Clown;Capone Clown;331;"Aljunied Road";Singapore;Singapore;1.329506,103.879412;01260981
Portgas_D_Gladiator;Portgas_D_Gladiator;Portgas D. Gladiator;602;"Lorong 40 Geylang";Singapore;Singapore;1.313881,103.889303;01263358
Donquixote_RedHaired;Donquixote_RedHaired;Donquixote Red-Haired;477;"Paya Lebar Road";Singapore;Singapore;1.317709,103.892050;01261139
X_Drake_RedHaired;X_Drake_RedHaired;X. Drake Red-Haired;749;"Aljunied Road";Singapore;Singapore;1.329506,103.879412;01261949
Ivankov_Doflamingo;Ivankov_Doflamingo;Ivankov Doflamingo;434;"Aljunied Road";Singapore;Singapore;1.329506,103.879412;01260498
Tony_Tony_God;Tony_Tony_God;Tony Tony God;347;"Guillemard Road";Singapore;Singapore;1.311635,103.886074;01260949
Portgas_D_Law;Portgas_D_Law;Portgas D. Law;99;"Lorong Bachok";Singapore;Singapore;1.313942,103.879613;01259648
Eustass_Gang_Bege;Eustass_Gang_Bege;Eustass Gang Bege;813;"Lorong 27 Geylang";Singapore;Singapore;1.316220,103.883875;01263288
Pedro_Luffy;Pedro_Luffy;Pedro Luffy;410;"Guillemard Road";Singapore;Singapore;1.312628,103.891373;01263145
Inuarashi_Mr2;Inuarashi_Mr2;Inuarashi Mr.2;392;"Tanjong Katong Road";Singapore;Singapore;1.308121,103.895077;01260672
Monkey_D_Bonney;Monkey_D_Bonney;Monkey D. Bonney;119;"Jalan Enam";Singapore;Singapore;1.307526,103.885526;01262088
Eustass_Cat_Viper;Eustass_Cat_Viper;Eustass Cat Viper;651;"Lorong 40 Geylang";Singapore;Singapore;1.313164,103.889899;01258442
Jewelry_Sanji;Jewelry_Sanji;Jewelry Sanji;262;"Geylang Road";Singapore;Singapore;1.310151,103.871860;01262622
Capone_Revo;Capone_Revo;Capone Revo;832;"Lorong 25 Geylang";Singapore;Singapore;1.313546,103.882821;01264016
Boa_Robin;Boa_Robin;Boa Robin;110;"Tanjong Katong Road";Singapore;Singapore;1.304707,103.896406;01259025
Bentham_Ace;Bentham_Ace;Bentham Ace;334;"Lorong 40 Geylang";Singapore;Singapore;1.313164,103.889899;01263264
Crocodile_Mihawk;Crocodile_Mihawk;Crocodile Mihawk;580;"Lorong 22 Geylang";Singapore;Singapore;1.310695,103.882132;01261448
Marshall_D_Okama;Marshall_D_Okama;Marshall D. (Okama);409;"Lorong 10 Geylang";Singapore;Singapore;1.311060,103.877770;01262241
Marshall_D_God;Marshall_D_God;Marshall D. God;976;"Lorong 38 Geylang";Singapore;Singapore;1.314343,103.888842;01257233
Sabo_Sir;Sabo_Sir;Sabo Sir;882;"Lorong Bachok";Singapore;Singapore;1.313895,103.879379;01263299
Koala_Gladiator;Koala_Gladiator;Koala Gladiator;673;"Lorong 38 Geylang";Singapore;Singapore;1.314343,103.888842;01262977
Yamato_Luffy;Yamato_Luffy;Yamato Luffy;969;"Geylang East Avenue 2";Singapore;Singapore;1.316978,103.888492;01263227
Shirahoshi_Star_Clown;Shirahoshi_Star_Clown;Shirahoshi Star Clown;796;"Lorong 10 Geylang";Singapore;Singapore;1.311060,103.877770;01260743
Inuarashi_Onigashima;Inuarashi_Onigashima;Inuarashi Onigashima;161;"Lorong 12 Geylang";Singapore;Singapore;1.311688,103.878273;01257352
Brook_Mermaid_Princess;Brook_Mermaid_Princess;Brook Mermaid Princess;992;"Lorong 22 Geylang";Singapore;Singapore;1.310695,103.882132;01258552
Pekoms_Sir;Pekoms_Sir;Pekoms Sir;286;"Guillemard Road";Singapore;Singapore;1.314038,103.892929;01260615
X_Drake_Hancock;X_Drake_Hancock;X. Drake Hancock;124;"Sims Avenue";Singapore;Singapore;1.314097,103.878333;01262957
Nefertari_Dancer;Nefertari_Dancer;Nefertari Dancer;888;"Paya Lebar Road";Singapore;Singapore;1.317709,103.892050;01263112
Kozuki_Teach;Kozuki_Teach;Kozuki Teach;511;"Paya Lebar Road";Singapore;Singapore;1.317709,103.892050;01257394
Tony_Tony_Clown;Tony_Tony_Clown;Tony Tony Clown;583;"Lorong 38 Geylang";Singapore;Singapore;1.314343,103.888842;01258244
Trafalgar_D_Mad_Monk;Trafalgar_D_Mad_Monk;Trafalgar D. Mad Monk;354;"Aljunied Road";Singapore;Singapore;1.329506,103.879412;01263573
Charlotte_Law;Charlotte_Law;Charlotte Law;750;"Lorong 28 Geylang";Singapore;Singapore;1.313172,103.885564;01258054
X_Drake_Mad_Monk;X_Drake_Mad_Monk;X. Drake Mad Monk;722;"Lorong 22 Geylang";Singapore;Singapore;1.310695,103.882132;01258376
Roronoa_Mr2;Roronoa_Mr2;Roronoa Mr.2;153;"Lorong 38 Geylang";Singapore;Singapore;1.314343,103.888842;01259151
Pekoms_Hancock;Pekoms_Hancock;Pekoms Hancock;967;"Lorong 28 Geylang";Singapore;Singapore;1.311265,103.885729;01257456
Portgas_D_Chopper;Portgas_D_Chopper;Portgas D. Chopper;574;"Guillemard Road";Singapore;Singapore;1.312628,103.891373;01263361
Ivankov_Bonney;Ivankov_Bonney;Ivankov Bonney;983;"Lorong 38 Geylang";Singapore;Singapore;1.314343,103.888842;01257746
Buggy_Bonney;Buggy_Bonney;Buggy Bonney;403;"Lorong 25 Geylang";Singapore;Singapore;1.313546,103.882821;01261607
